AREA_NAME_EN,STATUS_CODE,PRE_REGISTRATION_NUMBER,PROJECT_NAME_EN,MASTER_PROJECT_EN,LAND_TYPE_EN,STATUS_CODE_EN,PROCEDURE_NAME_EN,CREATION_week_category,CREATION_year_category,CREATION_day_name,CREATION_after_min_date,CREATION_hour_category,CREATION_month_name,CURRENT_STATUS_week_category,CURRENT_STATUS_year_category,CURRENT_STATUS_day_name,CURRENT_STATUS_after_min_date,CURRENT_STATUS_hour_category,CURRENT_STATUS_month_name,INSTANCE_DATE_week_category,INSTANCE_DATE_year_category,INSTANCE_DATE_day_name,INSTANCE_DATE_after_min_date,INSTANCE_DATE_month_name,PROCEDURE_DATE_week_category,PROCEDURE_DATE_day_name,PROCEDURE_DATE_after_min_date,PROCEDURE_DATE_month_name,PROCEDURE_YEAR_str,SEPARATED_REFERENCE_str,CREATION_year_after_min_year_str,MUNC_ZIP_CODE_str,SEPARATED_FROM_str,PRE_REGISTRATION_NUMBER_first_portion,CURRENT_STATUS_year_after_min_year,SEPARATED_REFERENCE,INSTANCE_DATE_day_normalized,INSTANCE_DATE_year_after_min_year,tree_3,PROCEDURE_AREA,CREATION_year_after_min_year,PROCEDURE_NUMBER,MUNC_NUMBER,MUNC_ZIP_CODE,ACTUAL_WORTH
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,Rare cases,"""2018""",Wednesday,Rare cases,July,13,Sunday,Rare cases,April,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.129032258064516,3,4,-0.10170045199204301,4,-0.7470261759153771,0.6313914876860071,1.4647622736214299,1300000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Monday,1292,"""11""",July,48,2011,Sunday,2589,11,December,45,"""2018""",Tuesday,Rare cases,November,Rare cases,Tuesday,Rare cases,November,"""2018.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.193548387096774,3,5,-0.0397440770129117,3,0.0438801041600277,0.809208990427828,-0.18655993111095898,3700000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Monday,1292,"""8""",July,48,2011,Sunday,2589,11,December,20,"""2019""",Thursday,Rare cases,May,20,Thursday,Rare cases,May,"""2019.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.516129032258065,4,5,-0.0517683334211232,3,-0.787623096908734,0.656257787541723,-0.18655993111095898,3517000.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,45,"""2018""",Monday,1372,November,21,Tuesday,Rare cases,May,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.161290322580645,3,4,-0.10170045199204301,4,0.0301847573188952,0.6313914876860071,1.4647622736214299,1470000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,14,"""2016""",Wednesday,1190,"""12""",April,48,2011,Sunday,2589,11,December,21,"""2016""",Thursday,Rare cases,May,16,Sunday,Rare cases,April,"""2016.0""",312590.0,"""3""",631.0,27901811.0,SIDRA,7.0,-0.24463373621469897,0.8387096774193549,1,5,-0.0553833621577848,3,-0.240787462323513,0.707867089129059,-0.18655993111095898,3502888.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Monday,1292,"""8""",July,48,2011,Sunday,2589,11,December,10,"""2018""",Sunday,Rare cases,March,10,Sunday,Rare cases,March,"""2018.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.354838709677419,3,5,-0.0494815482326535,3,-1.26744935587841,0.6600111912935289,-0.18655993111095898,3733888.0
Island 2,VACANT,Rare cases,Unknown,Unknown,Commercial,Vacant,Sell,24,"""2015""",Sunday,892,"""10""",June,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,15,"""2020""",Monday,Rare cases,April,15,Monday,Rare cases,April,"""2020.0""",11459115.0,"""2""",302.0,11459115.0,JB,9.5,3.5503370862989403,0.193548387096774,5,9,0.12009236882002,2,0.161757910899776,-1.9087245013488798,-2.09282310780204,20250000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,14,"""2016""",Thursday,1190,"""11""",April,48,2011,Sunday,2589,11,December,20,"""2018""",Monday,Rare cases,May,20,Monday,Rare cases,May,"""2018.0""",312590.0,"""3""",631.0,27901811.0,SIDRA,7.0,-0.24463373621469897,0.45161290322580605,3,5,-0.0516624913426477,3,-0.926043923910181,0.7242882305432109,-0.18655993111095898,3650000.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,29,"""2016""",Sunday,538,July,21,Thursday,Rare cases,May,"""2016.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,0.7741935483870971,1,5,-0.0441059632329002,2,0.215071939674185,0.397859398003311,0.0104399108571162,3960888.0
Jumeirah First,VACANT,Unknown,Unknown,Unknown,Commercial,Vacant,Delayed Sell,Rare cases,"""2013""",Thursday,Rare cases,"""10""",July,9,2010,Monday,1946,12,March,Rare cases,"""2017""",Thursday,Rare cases,December,Rare cases,Thursday,Rare cases,December,"""2017.0""",253306.0,"""0""",332.0,253306.0,Unknown,6.0,-0.26481769939980804,0.22580645161290303,2,5,0.0328546444202517,0,-0.999900972946289,-0.649457542617881,-1.91899971783021,4533356.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,29,"""2018""",Thursday,Rare cases,July,21,Tuesday,Rare cases,May,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.6129032258064521,3,4,-0.10170045199204301,4,-0.6829515174800781,0.6313914876860071,1.4647622736214299,1470000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Monday,1292,"""11""",July,48,2011,Sunday,2589,11,December,12,"""2019""",Wednesday,Rare cases,March,12,Wednesday,Rare cases,March,"""2019.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.6451612903225811,4,5,-0.0232804162427299,3,-1.1422347561880601,0.8232842544971021,-0.18655993111095898,4400000.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,24,"""2015""",Monday,Rare cases,June,6,Sunday,Rare cases,February,"""2015.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,0.258064516129032,0,5,-0.0599062475957359,2,-0.0109012832045025,0.394340581985992,0.0104399108571162,3712888.0
Island 2,VACANT,Rare cases,Unknown,Unknown,Commercial,Vacant,Delayed Sell,24,"""2015""",Sunday,892,"""10""",June,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,25,"""2016""",Wednesday,Rare cases,June,Rare cases,Sunday,Rare cases,May,"""2016.0""",11459115.0,"""2""",302.0,11459115.0,JB,12.75,3.5503370862989403,0.7096774193548392,1,10,0.24537212139746598,2,-0.0069883269641789,-1.8336564263127602,-2.09282310780204,37564670.0
Wadi Al Safa 7,PREMISED,Rare cases,ARABIAN RANCHES - SAMARA COMMUNITY,558 Villa,Residential,Existing Building,Sell,28,"""2014""",Monday,550,"""10""",July,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,Rare cases,"""2018""",Thursday,Rare cases,December,52,Thursday,Rare cases,December,"""2018.0""",90787.0,"""1""",665.0,12206039.0,SAMARA,7.0,-0.320149281494146,0.870967741935484,3,5,-0.0288975000694272,1,4.44791235264422,0.7694463694321311,0.0104399108571162,4100000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Tuesday,1294,"""13""",July,48,2011,Sunday,2589,11,December,28,"""2017""",Monday,Rare cases,July,27,Thursday,Rare cases,July,"""2017.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.32258064516129,2,5,-0.0654234522779564,3,0.305069933201627,0.7834043396341601,-0.18655993111095898,4954888.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,28,"""2019""",Tuesday,Rare cases,July,31,Monday,Rare cases,July,"""2019.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,0.29032258064516103,4,5,-0.0647660388046088,2,-0.47605395627296904,-0.35692663771148,0.0104399108571162,3803888.0
Rare cases,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,Rare cases,"""2017""",Monday,Rare cases,"""10""",July,Rare cases,Rare cases,Rare cases,Rare cases,9,Rare cases,42,"""2019""",Tuesday,Rare cases,October,6,Monday,Rare cases,February,"""2019.0""",Rare cases,"""4""",Rare cases,Rare cases,Rare cases,11.0,-0.26064363238932503,0.48387096774193505,4,5,-0.0566057636275013,4,0.371101069757087,-1.6778901706128002,-0.823912361007672,3313888.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""12""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,44,"""2015""",Wednesday,Rare cases,October,6,Sunday,Rare cases,February,"""2015.0""",90787.0,"""2""",665.0,12631339.0,AR,6.75,-0.320149281494146,0.9032258064516129,0,5,-0.0459827967089649,2,1.74846166635099,-0.35962439665809104,0.0104399108571162,3615888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,Rare cases,"""2017""",Monday,Rare cases,December,42,Saturday,1014,October,"""2017.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.354838709677419,2,4,-0.0930601606280471,4,1.36205723761904,0.6313914876860071,1.4647622736214299,1400000.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""12""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,15,"""2018""",Sunday,Rare cases,April,Rare cases,Saturday,Rare cases,October,"""2018.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,0.48387096774193505,3,5,-0.0367521748791056,2,-1.08256217352312,0.399266924410238,0.0104399108571162,4091888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,45,"""2018""",Monday,1372,November,7,Sunday,Rare cases,February,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.161290322580645,3,4,-0.10170045199204301,4,0.0282282791987334,0.6313914876860071,1.4647622736214299,1300000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Monday,1292,"""8""",July,48,2011,Sunday,2589,11,December,30,"""2016""",Wednesday,541,July,29,Saturday,559,July,"""2016.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.870967741935484,1,5,-0.0274514885747626,3,0.300178737901223,0.685815842087197,-0.18655993111095898,4923888.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,31,"""2015""",Wednesday,Rare cases,July,14,Tuesday,Rare cases,March,"""2015.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,0.9354838709677421,0,5,-0.04565483533904099,2,0.6562577557706689,0.362788531697371,0.0104399108571162,3818888.0
Wadi Al Safa 7,PREMISED,Rare cases,ARABIAN RANCHES - SAMARA COMMUNITY,558 Villa,Residential,Existing Building,Delayed Sell,28,"""2014""",Tuesday,551,"""9""",July,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,Rare cases,"""2020""",Sunday,Rare cases,March,7,Wednesday,Rare cases,February,"""2020.0""",90787.0,"""1""",665.0,12206039.0,SAMARA,7.0,-0.320149281494146,0.48387096774193505,5,5,-0.0416522158924692,1,-0.654582584737732,0.721942353198332,0.0104399108571162,4200000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Tuesday,1294,"""13""",July,48,2011,Sunday,2589,11,December,Rare cases,"""2020""",Monday,Rare cases,January,15,Thursday,Rare cases,April,"""2020.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.6451612903225811,5,5,-0.019170463984182998,3,-1.3985333899292498,0.824222605435053,-0.18655993111095898,5000888.0
Wadi Al Safa 7,PREMISED,Rare cases,ARABIAN RANCHES - SAMARA COMMUNITY,558 Villa,Residential,Existing Building,Sell,28,"""2014""",Tuesday,552,"""13""",July,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,26,"""2020""",Wednesday,Rare cases,June,26,Wednesday,Rare cases,June,"""2020.0""",90787.0,"""1""",665.0,12206039.0,SAMARA,6.75,-0.320149281494146,0.7741935483870971,5,5,-0.0651029445755307,1,0.7276692071565741,0.257341345045064,0.0104399108571162,2600000.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,13,"""2018""",Monday,Rare cases,March,Rare cases,Tuesday,Rare cases,October,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.8387096774193549,3,4,-0.10170045199204301,4,-1.20190733885299,0.6313914876860071,1.4647622736214299,1300000.0
Wadi Al Safa 7,PREMISED,Rare cases,ARABIAN RANCHES - SAMARA COMMUNITY,558 Villa,Residential,Existing Building,Sell,28,"""2014""",Monday,550,"""11""",July,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,10,"""2019""",Sunday,Rare cases,March,10,Sunday,Rare cases,March,"""2019.0""",90787.0,"""1""",665.0,12206039.0,SAMARA,7.0,-0.320149281494146,0.32258064516129,4,5,-0.0593218800638714,1,-0.375295333084636,0.35680654446793,0.0104399108571162,2800000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Tuesday,1294,"""13""",July,48,2011,Sunday,2589,11,December,30,"""2016""",Monday,539,July,21,Tuesday,Rare cases,May,"""2016.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.806451612903226,1,5,-0.0352599506459517,3,0.24539735053669198,0.8134315696486101,-0.18655993111095898,4354888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,Rare cases,"""2018""",Wednesday,Rare cases,September,29,Monday,Rare cases,July,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.387096774193548,3,4,-0.0930601606280471,4,-0.42860936185904497,0.6313914876860071,1.4647622736214299,1400000.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,Rare cases,"""2016""",Wednesday,Rare cases,August,30,Sunday,Rare cases,July,"""2016.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,1.0,1,5,-0.0647660388046088,2,0.539847307621042,0.330415424338042,0.0104399108571162,3476888.0
Island 2,VACANT,Unknown,Unknown,Unknown,Commercial,Vacant,Delayed Sell,Rare cases,"""2015""",Monday,Rare cases,"""12""",June,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,Rare cases,"""2016""",Thursday,Rare cases,March,Rare cases,Tuesday,Rare cases,October,"""2016.0""",11459115.0,"""2""",302.0,11459115.0,Unknown,12.75,3.5503370862989403,0.0967741935483871,1,10,0.17582493143809502,2,-0.9627278886632141,-1.8679062355479898,-2.09282310780204,35271680.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,19,"""2019""",Sunday,Rare cases,May,6,Wednesday,Rare cases,February,"""2019.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.387096774193548,4,4,-0.10170045199204301,4,-0.829198256962172,0.6313914876860071,1.4647622736214299,1274000.0
Wadi Al Safa 7,PREMISED,Rare cases,ARABIAN RANCHES - SAMARA COMMUNITY,558 Villa,Residential,Existing Building,Delayed Sell,28,"""2014""",Monday,550,"""10""",July,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,44,"""2018""",Wednesday,1367,October,Rare cases,Wednesday,Rare cases,August,"""2018.0""",90787.0,"""1""",665.0,12206039.0,SAMARA,7.0,-0.320149281494146,1.0,3,5,-0.0240287644595563,1,-0.0216619128653923,0.7761321198650349,0.0104399108571162,4970888.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Monday,1292,"""8""",July,48,2011,Sunday,2589,11,December,10,"""2018""",Sunday,Rare cases,March,10,Sunday,Rare cases,March,"""2018.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.354838709677419,3,5,-0.0302734470896081,3,-1.26696023634837,0.6815932628664151,-0.18655993111095898,4624888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,44,"""2018""",Wednesday,1367,October,7,Saturday,Rare cases,February,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,1.0,3,4,-0.10170045199204301,4,-0.0260639886357564,0.6313914876860071,1.4647622736214299,1300000.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,45,"""2018""",Wednesday,Rare cases,November,28,Monday,Rare cases,July,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.22580645161290303,3,4,-0.10170045199204301,4,0.0482821799303917,0.6313914876860071,1.4647622736214299,1274000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,6,"""2016""",Monday,1131,"""11""",February,48,2011,Sunday,2589,11,December,23,"""2016""",Tuesday,491,June,7,Sunday,406,February,"""2016.0""",312590.0,"""3""",631.0,27901809.0,SIDRA,7.0,-0.24463373621469897,0.22580645161290303,1,5,-0.054032757607098,3,-0.11361638451299699,-0.760182953296165,-0.18655993111095898,3628888.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""12""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,12,"""2016""",Wednesday,Rare cases,March,Rare cases,Sunday,Rare cases,November,"""2016.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,0.7419354838709681,1,5,-0.0459827967089649,2,-0.8267526593119701,0.397859398003311,0.0104399108571162,3954888.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,Rare cases,"""2020""",Wednesday,Rare cases,January,Rare cases,Tuesday,Rare cases,November,"""2020.0""",90787.0,"""2""",665.0,12631339.0,AR,14.0,-0.320149281494146,0.48387096774193505,5,5,-0.056201774849095,2,-1.4425541476328898,-2.0436124486794203,0.0104399108571162,3316276.0
Island 2,VACANT,Rare cases,Unknown,Unknown,Commercial,Vacant,Delayed Sell,24,"""2015""",Sunday,892,"""10""",June,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,44,"""2015""",Monday,Rare cases,October,10,Sunday,Rare cases,March,"""2015.0""",11459115.0,"""2""",302.0,11459115.0,JB,11.25,3.5503370862989403,0.8387096774193549,0,9,0.131000065836991,2,1.72156009219876,-1.90778615041093,-2.09282310780204,28816000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,14,"""2016""",Thursday,1190,"""10""",April,48,2011,Sunday,2589,11,December,30,"""2016""",Thursday,542,July,21,Tuesday,Rare cases,May,"""2016.0""",312590.0,"""3""",631.0,27901811.0,SIDRA,7.0,-0.24463373621469897,0.9032258064516129,1,5,-0.0530235310278321,3,0.33833006124437703,0.7181889494465259,-0.18655993111095898,3515888.0
Wadi Al Safa 7,PREMISED,Rare cases,ARABIAN RANCHES - SAMARA COMMUNITY,558 Villa,Residential,Existing Building,Delayed Sell,28,"""2014""",Monday,550,"""11""",July,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,19,"""2019""",Monday,Rare cases,May,51,Saturday,Rare cases,December,"""2019.0""",90787.0,"""1""",665.0,12206039.0,SAMARA,7.0,-0.320149281494146,0.193548387096774,4,5,-0.0519487121745813,1,-0.8565889506444371,0.7641681454061529,0.0104399108571162,4718888.0
Island 2,VACANT,Rare cases,Unknown,Unknown,Commercial,Vacant,Delayed Sell,24,"""2015""",Sunday,892,"""10""",June,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,Rare cases,"""2019""",Tuesday,Rare cases,July,16,Sunday,Rare cases,April,"""2019.0""",11459115.0,"""2""",302.0,11459115.0,JB,9.5,3.5503370862989403,0.0645161290322581,4,9,0.12341223232375,2,-0.581214655231665,-1.90544027306605,-2.09282310780204,19500000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Monday,1292,"""11""",July,48,2011,Sunday,2589,11,December,30,"""2016""",Wednesday,541,July,29,Sunday,560,July,"""2016.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.870967741935484,1,5,-0.0375750597709148,3,0.28941810824033304,0.811085692303731,-0.18655993111095898,4044888.0
Island 2,VACANT,Rare cases,Unknown,Unknown,Commercial,Vacant,Sell,24,"""2015""",Sunday,892,"""10""",June,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,31,"""2020""",Tuesday,Rare cases,July,31,Tuesday,Rare cases,July,"""2020.0""",11459115.0,"""2""",302.0,11459115.0,JB,9.5,3.5503370862989403,0.9032258064516129,5,9,0.120067026350526,2,1.26276597302082,-1.9152929579145401,-2.09282310780204,17500000.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,40,"""2018""",Sunday,Rare cases,October,9,Wednesday,Rare cases,February,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.22580645161290303,3,4,-0.10170045199204301,4,-0.235407147493068,0.6313914876860071,1.4647622736214299,1485000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,6,"""2016""",Thursday,1134,"""11""",February,48,2011,Sunday,2589,11,December,17,"""2016""",Wednesday,450,April,7,Sunday,406,February,"""2016.0""",312590.0,"""3""",631.0,27901809.0,SIDRA,7.0,-0.24463373621469897,0.870967741935484,1,5,-0.0521738129330291,3,-0.41931609078827703,-0.7667514098618259,-0.18655993111095898,3772888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,51,"""2018""",Monday,Rare cases,December,31,Sunday,Rare cases,August,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.548387096774194,3,4,-0.0930601606280471,4,0.24784294818689498,0.6313914876860071,1.4647622736214299,1372000.0
Island 2,VACANT,Rare cases,Unknown,Unknown,Commercial,Vacant,Delayed Sell,24,"""2015""",Sunday,892,"""10""",June,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,Rare cases,"""2015""",Sunday,Rare cases,September,26,Monday,Rare cases,June,"""2015.0""",11459115.0,"""2""",302.0,11459115.0,JB,11.25,3.5503370862989403,0.419354838709677,0,9,0.120077461485024,2,1.21189754189662,-1.9106012032247799,-2.09282310780204,27555200.0
Jumeirah First,VACANT,Unknown,Unknown,Unknown,Commercial,Vacant,Sell,Rare cases,"""2013""",Thursday,Rare cases,"""10""",July,9,2010,Monday,1946,12,March,25,"""2018""",Tuesday,Rare cases,June,25,Tuesday,Rare cases,June,"""2018.0""",253306.0,"""0""",332.0,253306.0,Unknown,6.0,-0.26481769939980804,0.6129032258064521,3,5,0.0460416729581935,0,1.52297756300234,-0.0165398349695496,-1.91899971783021,4050000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Sell,6,"""2016""",Tuesday,1132,"""10""",February,48,2011,Sunday,2589,11,December,Rare cases,"""2019""",Wednesday,Rare cases,October,Rare cases,Wednesday,Rare cases,October,"""2019.0""",312590.0,"""3""",631.0,27901809.0,SIDRA,7.0,-0.24463373621469897,0.29032258064516103,4,5,-0.0538881564576316,3,2.94435891729989,-0.744230987350989,-0.18655993111095898,3525000.0
