AREA_NAME_EN,STATUS_CODE,PRE_REGISTRATION_NUMBER,PROJECT_NAME_EN,MASTER_PROJECT_EN,LAND_TYPE_EN,STATUS_CODE_EN,PROCEDURE_NAME_EN,CREATION_week_category,CREATION_year_category,CREATION_day_name,CREATION_after_min_date,CREATION_hour_category,CREATION_month_name,CURRENT_STATUS_week_category,CURRENT_STATUS_year_category,CURRENT_STATUS_day_name,CURRENT_STATUS_after_min_date,CURRENT_STATUS_hour_category,CURRENT_STATUS_month_name,INSTANCE_DATE_week_category,INSTANCE_DATE_year_category,INSTANCE_DATE_day_name,INSTANCE_DATE_after_min_date,INSTANCE_DATE_month_name,PROCEDURE_DATE_week_category,PROCEDURE_DATE_day_name,PROCEDURE_DATE_after_min_date,PROCEDURE_DATE_month_name,PROCEDURE_YEAR_str,SEPARATED_REFERENCE_str,CREATION_year_after_min_year_str,MUNC_ZIP_CODE_str,SEPARATED_FROM_str,PRE_REGISTRATION_NUMBER_first_portion,CURRENT_STATUS_year_after_min_year,SEPARATED_REFERENCE,INSTANCE_DATE_day_normalized,INSTANCE_DATE_year_after_min_year,tree_3,PROCEDURE_AREA,CREATION_year_after_min_year,PROCEDURE_NUMBER,MUNC_NUMBER,MUNC_ZIP_CODE,ACTUAL_WORTH
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,Rare cases,"""2018""",Tuesday,Rare cases,May,42,Saturday,1014,October,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.032258064516129,3,4,-0.10170045199204301,4,-0.986694745635196,0.6313914876860071,1.4647622736214299,1300000.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,13,"""2018""",Thursday,1151,March,52,Wednesday,Rare cases,December,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.9354838709677421,3,4,-0.0930601606280471,4,-1.1764731232908898,0.6313914876860071,1.4647622736214299,1568000.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,25,"""2018""",Sunday,Rare cases,June,16,Thursday,Rare cases,April,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.7741935483870971,3,4,-0.10170045199204301,4,-0.7988728460996641,0.6313914876860071,1.4647622736214299,1300000.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,40,"""2019""",Sunday,Rare cases,October,15,Monday,Rare cases,April,"""2019.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.193548387096774,4,4,-0.0930601606280471,4,0.253223263017339,0.6313914876860071,1.4647622736214299,1450000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Monday,1292,"""8""",July,48,2011,Sunday,2589,11,December,30,"""2016""",Tuesday,Rare cases,July,18,Sunday,Rare cases,May,"""2016.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.8387096774193549,1,5,-0.0329403693204896,3,0.27132068562883604,0.6750248063007541,-0.18655993111095898,4891888.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,14,"""2016""",Wednesday,1190,"""12""",April,48,2011,Sunday,2589,11,December,23,"""2016""",Tuesday,491,June,10,Sunday,Rare cases,March,"""2016.0""",312590.0,"""3""",631.0,27901811.0,SIDRA,7.0,-0.24463373621469897,0.22580645161290303,1,5,-0.0580532658556656,3,-0.12828997041421,0.697545228811592,-0.18655993111095898,3503888.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Monday,1292,"""11""",July,48,2011,Sunday,2589,11,December,30,"""2016""",Wednesday,541,July,29,Sunday,560,July,"""2016.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.870967741935484,1,5,-0.0398081785533969,3,0.287950749650211,0.808739814958852,-0.18655993111095898,4707888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,45,"""2018""",Monday,1372,November,Rare cases,Saturday,Rare cases,November,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.161290322580645,3,4,-0.10170045199204301,4,0.0296956377888547,0.6313914876860071,1.4647622736214299,1274000.0
Jumeirah First,VACANT,Unknown,Unknown,Unknown,Commercial,Vacant,Sell,25,"""2013""",Wednesday,Rare cases,"""8""",June,9,2010,Monday,1946,12,March,51,"""2016""",Sunday,Rare cases,December,51,Sunday,Rare cases,December,"""2016.0""",253306.0,"""0""",332.0,253306.0,Unknown,6.0,-0.26481769939980804,0.806451612903226,1,5,0.0395897783716898,0,5.997443023812361,-0.66400198215613,-1.91899971783021,6047337.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,6,"""2016""",Tuesday,1132,"""10""",February,48,2011,Sunday,2589,11,December,17,"""2016""",Sunday,454,May,7,Sunday,406,February,"""2016.0""",312590.0,"""3""",631.0,27901809.0,SIDRA,7.0,-0.24463373621469897,0.032258064516129,1,5,-0.0349528595450229,3,-0.381164767445122,-0.725933144060933,-0.18655993111095898,5043888.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,14,"""2016""",Thursday,1190,"""11""",April,48,2011,Sunday,2589,11,December,23,"""2016""",Tuesday,491,June,14,Thursday,Rare cases,April,"""2016.0""",312590.0,"""3""",631.0,27901811.0,SIDRA,7.0,-0.24463373621469897,0.22580645161290303,1,5,-0.0540342483405977,3,-0.145898273495666,0.7111513174118901,-0.18655993111095898,3761888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,13,"""2018""",Thursday,1151,March,42,Saturday,1014,October,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.9354838709677421,3,4,-0.0971745850870929,4,-1.17842960141105,0.6313914876860071,1.4647622736214299,1500000.0
Wadi Al Safa 7,PREMISED,Rare cases,ARABIAN RANCHES - SAMARA COMMUNITY,558 Villa,Residential,Existing Building,Delayed Sell,28,"""2014""",Monday,550,"""11""",July,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,19,"""2019""",Thursday,Rare cases,May,11,Sunday,Rare cases,March,"""2019.0""",90787.0,"""1""",665.0,12206039.0,SAMARA,6.75,-0.320149281494146,0.29032258064516103,4,5,-0.0542891637690386,1,-0.8380024085029,-0.0145458392264026,0.0104399108571162,4547888.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Tuesday,1294,"""13""",July,48,2011,Sunday,2589,11,December,30,"""2016""",Thursday,542,July,29,Sunday,560,July,"""2016.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.9032258064516129,1,5,-0.0508813469888289,3,0.34126477842462005,0.7951337263585551,-0.18655993111095898,3977888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,45,"""2018""",Monday,1372,November,21,Monday,Rare cases,May,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.161290322580645,3,4,-0.0930601606280471,4,0.0292065182588143,0.6313914876860071,1.4647622736214299,1400000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,14,"""2016""",Thursday,1190,"""10""",April,48,2011,Sunday,2589,11,December,23,"""2016""",Tuesday,491,June,9,Sunday,Rare cases,March,"""2016.0""",312590.0,"""3""",631.0,27901811.0,SIDRA,7.0,-0.24463373621469897,0.22580645161290303,1,5,-0.0557321937967039,3,-0.16106097892692,0.7055212117841801,-0.18655993111095898,3500888.0
Island 2,PREMISED,Rare cases,BV Mansions ,Unknown,Commercial,Existing Building,Delayed Sell,9,"""2019""",Wednesday,2246,"""9""",February,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,Rare cases,"""2018""",Thursday,Rare cases,March,7,Wednesday,Rare cases,February,"""2018.0""",11459115.0,"""6""",302.0,21089085.0,BRM,12.75,3.5503370862989403,0.48387096774193505,3,10,0.161686814927374,6,0.33343886594397304,-1.8073826000501103,-2.09282310780204,41100000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,6,"""2016""",Sunday,Rare cases,"""9""",February,48,2011,Sunday,2589,11,December,17,"""2016""",Thursday,Rare cases,April,7,Sunday,406,February,"""2016.0""",312590.0,"""3""",631.0,27901809.0,SIDRA,7.0,-0.24463373621469897,0.9032258064516129,1,5,-0.0349513688115232,3,-0.40757722206730607,-0.7235872667160541,-0.18655993111095898,5043888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,44,"""2018""",Wednesday,1367,October,30,Tuesday,Rare cases,July,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,1.0,3,4,-0.0971745850870929,4,-0.0275313472258777,0.6313914876860071,1.4647622736214299,1617000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Monday,1292,"""8""",July,48,2011,Sunday,2589,11,December,30,"""2016""",Wednesday,541,July,Rare cases,Wednesday,Rare cases,May,"""2016.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.870967741935484,1,5,-0.0324827141360957,3,0.3192543995728,0.676901508176657,-0.18655993111095898,4989888.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,14,"""2016""",Sunday,Rare cases,"""8""",April,48,2011,Sunday,2589,11,December,23,"""2016""",Tuesday,491,June,12,Sunday,Rare cases,March,"""2016.0""",312590.0,"""3""",631.0,27901811.0,SIDRA,7.0,-0.24463373621469897,0.22580645161290303,1,5,-0.0360082988627781,3,-0.14736563208578699,0.759945566185371,-0.18655993111095898,5225888.0
Island 2,VACANT,Rare cases,Unknown,Unknown,Commercial,Vacant,Delayed Sell,24,"""2015""",Sunday,892,"""10""",June,Rare cases,Rare cases,Rare cases,Rare cases,11,Rare cases,24,"""2020""",Tuesday,Rare cases,June,24,Tuesday,Rare cases,June,"""2020.0""",11459115.0,"""2""",302.0,11459115.0,JB,16.0,3.5503370862989403,0.29032258064516103,5,11,0.272774784588111,2,-1.5447801294113501,-2.041970334538,-2.09282310780204,3357000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Monday,1292,"""11""",July,48,2011,Sunday,2589,11,December,30,"""2016""",Monday,539,July,17,Tuesday,Rare cases,April,"""2016.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.806451612903226,1,5,-0.0232804162427299,3,0.222408732624791,0.8232842544971021,-0.18655993111095898,5157888.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,5,"""2019""",Monday,Rare cases,January,Rare cases,Tuesday,Rare cases,September,"""2019.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,0.9032258064516129,4,5,-0.0580577380561646,2,-1.4459779843431801,-0.026509813685285002,0.0104399108571162,4058888.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,28,"""2016""",Sunday,1292,"""12""",July,48,2011,Sunday,2589,11,December,30,"""2016""",Monday,539,July,29,Saturday,559,July,"""2016.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.806451612903226,1,5,-0.0293834791903145,3,0.253223263017339,0.6830007892733431,-0.18655993111095898,4938888.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,6,"""2016""",Monday,1131,"""11""",February,48,2011,Sunday,2589,11,December,17,"""2016""",Wednesday,450,April,7,Sunday,406,February,"""2016.0""",312590.0,"""3""",631.0,27901809.0,SIDRA,7.0,-0.24463373621469897,0.870967741935484,1,5,-0.0461124905234348,3,-0.42029432984835796,-0.6991901423293139,-0.18655993111095898,4250888.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,40,"""2018""",Wednesday,Rare cases,October,29,Monday,Rare cases,July,"""2018.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,0.0967741935483871,3,5,-0.0625299385551274,2,-0.262308721645293,-0.363143212675409,0.0104399108571162,3436888.0
Wadi Al Safa 7,PREMISED,Rare cases,ARABIAN RANCHES - SAMARA COMMUNITY,558 Villa,Residential,Existing Building,Delayed Sell,28,"""2014""",Monday,550,"""11""",July,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,13,"""2019""",Sunday,Rare cases,March,51,Tuesday,Rare cases,December,"""2019.0""",90787.0,"""1""",665.0,12206039.0,SAMARA,7.0,-0.320149281494146,1.0,4,5,-0.0506741350323769,1,-1.1001704766045801,0.3909390598359179,0.0104399108571162,4387657.0
Wadi Al Safa 7,PREMISED,Rare cases,ARABIAN RANCHES - SAMARA COMMUNITY,558 Villa,Residential,Existing Building,Delayed Sell,28,"""2014""",Monday,550,"""11""",July,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,Rare cases,"""2015""",Monday,Rare cases,April,16,Monday,Rare cases,April,"""2015.0""",90787.0,"""1""",665.0,12206039.0,SAMARA,7.0,-0.320149281494146,0.419354838709677,0,5,-0.0591310661759157,1,-0.601757675493364,0.110489423255644,0.0104399108571162,3496888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,40,"""2019""",Sunday,Rare cases,October,30,Saturday,Rare cases,July,"""2019.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.193548387096774,4,4,-0.10170045199204301,4,0.251266784897178,0.6313914876860071,1.4647622736214299,1300000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Sell,14,"""2016""",Wednesday,1190,"""12""",April,48,2011,Sunday,2589,11,December,Rare cases,"""2020""",Monday,Rare cases,June,28,Monday,Rare cases,July,"""2020.0""",312590.0,"""3""",631.0,27901811.0,SIDRA,7.0,-0.24463373621469897,0.9354838709677421,5,5,-0.0173622042491024,3,0.78880914841163,0.7763667075995229,-0.18655993111095898,4935144.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,28,"""2016""",Sunday,1292,"""12""",July,48,2011,Sunday,2589,11,December,30,"""2016""",Thursday,542,July,29,Saturday,559,July,"""2016.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.9032258064516129,1,5,-0.0557038698602105,3,0.34615597372502505,-0.581427099616392,-0.18655993111095898,3292888.0
Wadi Al Safa 7,PREMISED,Rare cases,ARABIAN RANCHES - SAMARA COMMUNITY,558 Villa,Residential,Existing Building,Delayed Sell,28,"""2014""",Tuesday,551,"""9""",July,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,13,"""2019""",Wednesday,Rare cases,March,51,Tuesday,Rare cases,December,"""2019.0""",90787.0,"""1""",665.0,12206039.0,SAMARA,7.0,-0.320149281494146,0.870967741935484,4,5,-0.0414300966010207,1,-1.10652903049511,0.7641681454061529,0.0104399108571162,4731888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,13,"""2018""",Wednesday,Rare cases,March,Rare cases,Wednesday,Rare cases,October,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.9032258064516129,3,4,-0.10170045199204301,4,-1.1833207967114598,0.6313914876860071,1.4647622736214299,1300000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,14,"""2016""",Thursday,1190,"""10""",April,48,2011,Sunday,2589,11,December,23,"""2016""",Tuesday,491,June,9,Monday,414,February,"""2016.0""",312590.0,"""3""",631.0,27901811.0,SIDRA,7.0,-0.24463373621469897,0.22580645161290303,1,5,-0.052187229534525995,3,-0.14100707819526198,0.722880704136284,-0.18655993111095898,3519888.0
Wadi Al Safa 7,PREMISED,Rare cases,ARABIAN RANCHES - SAMARA COMMUNITY,558 Villa,Residential,Existing Building,Delayed Sell,28,"""2014""",Monday,550,"""11""",July,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,Rare cases,"""2019""",Wednesday,Rare cases,April,52,Saturday,Rare cases,December,"""2019.0""",90787.0,"""1""",665.0,12206039.0,SAMARA,6.75,-0.320149281494146,0.0967741935483871,4,5,-0.0520083415145675,1,-1.0781600977527601,-0.194122749976883,0.0104399108571162,4675888.0
Island 2,VACANT,Unknown,Unknown,Unknown,Commercial,Vacant,Delayed Sell,Rare cases,"""2015""",Monday,Rare cases,"""12""",June,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,Rare cases,"""2016""",Wednesday,Rare cases,March,Rare cases,Tuesday,Rare cases,October,"""2016.0""",11459115.0,"""2""",302.0,11459115.0,Unknown,12.75,3.5503370862989403,0.0645161290322581,1,10,0.17584580170709,2,-0.965662605843457,-1.8674370600790102,-2.09282310780204,35271680.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,Rare cases,"""2016""",Wednesday,Rare cases,August,28,Thursday,Rare cases,July,"""2016.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,1.0,1,5,-0.0625299385551274,2,0.539358188091002,0.454043160413161,0.0104399108571162,3540888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,Rare cases,"""2019""",Wednesday,Rare cases,November,Rare cases,Monday,Rare cases,August,"""2019.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.870967741935484,4,4,-0.10170045199204301,4,0.894458966900367,0.6313914876860071,1.4647622736214299,1400000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,14,"""2016""",Thursday,1190,"""10""",April,48,2011,Sunday,2589,11,December,Rare cases,"""2018""",Tuesday,Rare cases,May,18,Tuesday,Rare cases,May,"""2018.0""",312590.0,"""3""",631.0,27901811.0,SIDRA,7.0,-0.24463373621469897,0.032258064516129,3,5,-0.0385336014111925,3,-0.9896294628154391,0.7561921624335649,-0.18655993111095898,4400000.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,30,"""2019""",Thursday,Rare cases,July,52,Friday,Rare cases,December,"""2019.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,0.806451612903226,4,5,-0.0580577380561646,2,-0.19823406320999398,0.6969587594753721,0.0104399108571162,3648888.0
Wadi Al Safa 7,PREMISED,Rare cases,ARABIAN RANCHES - SAMARA COMMUNITY,558 Villa,Residential,Existing Building,Delayed Sell,28,"""2014""",Tuesday,551,"""9""",July,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,26,"""2019""",Monday,Rare cases,June,52,Thursday,Rare cases,December,"""2019.0""",90787.0,"""1""",665.0,12206039.0,SAMARA,7.0,-0.320149281494146,0.7741935483870971,4,5,-0.0518935550350941,1,-0.624257173875224,0.38014802404947495,0.0104399108571162,4837888.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,29,"""2016""",Sunday,538,July,21,Thursday,Rare cases,May,"""2016.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,0.7741935483870971,1,5,-0.0625299385551274,2,0.214582820144144,0.6969587594753721,0.0104399108571162,3645888.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,25,"""2019""",Wednesday,Rare cases,June,29,Tuesday,Rare cases,July,"""2019.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,0.6129032258064521,4,5,-0.0553028625488035,2,-0.6501805089673679,0.357041132202417,0.0104399108571162,4144888.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,14,"""2016""",Thursday,1190,"""10""",April,48,2011,Sunday,2589,11,December,23,"""2016""",Tuesday,491,June,12,Tuesday,Rare cases,March,"""2016.0""",312590.0,"""3""",631.0,27901811.0,SIDRA,7.0,-0.24463373621469897,0.22580645161290303,1,5,-0.0552149092723239,3,-0.136605002424898,0.708805440067011,-0.18655993111095898,3503888.0
Wadi Al Safa 7,PREMISED,Rare cases,ARABIAN RANCHES - SAMARA COMMUNITY,558 Villa,Residential,Existing Building,Sell,28,"""2014""",Tuesday,552,"""13""",July,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,24,"""2020""",Wednesday,Rare cases,June,24,Wednesday,Rare cases,June,"""2020.0""",90787.0,"""1""",665.0,12206039.0,SAMARA,3.25,-0.320149281494146,0.32258064516129,5,4,-0.0651029445755307,1,0.5564773716424171,0.6313914876860071,0.0104399108571162,2100000.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,23,"""2018""",Wednesday,Rare cases,June,16,Monday,Rare cases,April,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.193548387096774,3,4,-0.10170045199204301,4,-0.854143352994235,0.6313914876860071,1.4647622736214299,1300000.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,29,"""2016""",Monday,1292,"""8""",July,48,2011,Sunday,2589,11,December,30,"""2016""",Wednesday,541,July,17,Wednesday,Rare cases,April,"""2016.0""",312590.0,"""3""",631.0,27896331.0,SIDRA,7.0,-0.24463373621469897,0.870967741935484,1,5,-0.0320384755531988,3,0.299689618371182,0.678778210052561,-0.18655993111095898,5205888.0
Hadaeq Sheikh Mohammed Bin Rashid,VACANT,Rare cases,SIDRA,Unknown,Residential,Vacant,Delayed Sell,6,"""2016""",Thursday,1134,"""11""",February,48,2011,Sunday,2589,11,December,28,"""2016""",Tuesday,Rare cases,July,14,Tuesday,Rare cases,April,"""2016.0""",312590.0,"""3""",631.0,27901809.0,SIDRA,7.0,-0.24463373621469897,0.387096774193548,1,5,-0.0500927489675118,3,0.14806256405864301,-0.7672205853308021,-0.18655993111095898,3441888.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,23,"""2015""",Sunday,Rare cases,June,6,Sunday,Rare cases,February,"""2015.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,0.22580645161290303,0,5,-0.0625299385551274,2,-0.0422049331270912,0.7299183361709208,0.0104399108571162,3505888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,42,"""2018""",Wednesday,Rare cases,October,23,Thursday,Rare cases,June,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.548387096774194,3,4,-0.0930601606280471,4,-0.12828997041421,0.6313914876860071,1.4647622736214299,1568000.0
Wadi Al Safa 7,VACANT,Rare cases,ARABIAN RANCHES- AZALEA COMMUNITY,558 Villa,Residential,Vacant,Delayed Sell,10,"""2015""",Sunday,794,"""11""",March,Unknown,Unknown,Unknown,NaT,Unknown,Unknown,5,"""2019""",Thursday,Rare cases,January,29,Wednesday,Rare cases,July,"""2019.0""",90787.0,"""2""",665.0,12631339.0,AR,7.0,-0.320149281494146,1.0,4,5,-0.0647660388046088,2,-1.41809817113087,-0.35692663771148,0.0104399108571162,3803888.0
Al Yufrah 2,VACANT,Rare cases,AQUILEGIA @ AKOYA OXYGEN,Dubai Tiger Woods,Residential,Vacant,Delayed Sell,34,"""2017""",Wednesday,1693,"""8""",August,45,2004,Monday,0,9,November,43,"""2018""",Thursday,Rare cases,October,14,Tuesday,Rare cases,April,"""2018.0""",90787.0,"""4""",916.0,136234873.0,AKOYA,0.0,-0.320149281494146,0.806451612903226,3,4,-0.10170045199204301,4,-0.0676391486891945,0.6313914876860071,1.4647622736214299,1500000.0
